city,tcac_code,sipsa_name,exito_name
Manizales,F118,"Carne de res, bola de pierna",Bola pierna res
Manizales,N/A,"Carne de res, bota",Res bota
Manizales,F100,"Carne de res, cadera",Cadera res
Manizales,N/A,"Carne de res, centro de pierna",Res pierna
Manizales,F107,"Carne de res, costilla",Costilla res
Manizales,F100,"Carne de res, falda",Falda res
Manizales,N/A,"Carne de res, lomo fino",Res lomo
Manizales,F118,"Carne de res, muchacho",Muchacho res
Manizales,N/A,"Carne de res, murillo",Res murillo
Manizales,N/A,"Carne de res, paletero",Res paletero
Manizales,F100,"Carne de res, pecho",Pechho res
Manizales,F100,"Carne de res, punta de anca",Punta de anca res
Manizales,F098,"Carne de res, sobrebarriga",Sobrebarriga res
Manizales,N/A,Cebolla cabezona blanca,Cebolla cabezona blanca
Manizales,N/A,Cebolla junca,Cebolla junca
Manizales,L008,Chocolate amargo,Chocolate amargo
Manizales,A053,Chócolo mazorca,Chócolo mazorca
Manizales,N/A,Cilantro,Cilantro
Manizales,C019,Coco,Coco
Manizales,B039,Coliflor,Coliflor
Manizales,B044,Espinaca,Espinaca
Manizales,C025,Fresa,Fresa
Manizales,N/A,Fríjol cargamanto rojo,Fríjol cargamanto rojo
Manizales,N/A,Fríjol nima calima,Fríjol nima calima
Manizales,N/A,Fríjol verde en vaina,Fríjol verde
Manizales,A027,Galletas saladas,Galletas saladas
Manizales,K018,Gelatina,Gelatina
Manizales,C028,Granadilla,Granadilla
Manizales,C030,Guanábana,Guanábana
Manizales,N/A,Guayaba agria,Guayaba agria
Manizales,N/A,Guayaba manzana,Guayaba manzana
Manizales,C032,Guayaba pera,Guayaba pera
Manizales,B052,Habichuela,Habichuela
Manizales,A040,Harina de trigo,Harina de trigo
Manizales,A034,Harina precocida de maíz,Harina precocida de maíz
Manizales,N/A,Huevo blanco A,Huevo A
Manizales,N/A,Huevo blanco AA,Huevo AA
Manizales,N/A,Huevo blanco extra,Huevo blanco extra
Manizales,C042,Kiwi,Kiwi
Manizales,B059,Lechuga Batavia,Lechuga Batavia
Manizales,T026,Lenteja importada,Lenteja importada
Manizales,C044,Limón Tahití,Limón Tahití
Manizales,C045,Lulo,Lulo
Manizales,N/A,Maíz amarillo cáscara,Maíz amarillo cáscara
Manizales,A046,Maíz blanco trillado,Maíz blanco trillado
Manizales,C050,Mandarina Oneco,Mandarina
Manizales,C052,Mango Tommy,Mango Tommy
Manizales,N/A,Manteca,Manteca
Manizales,C054,Manzana roja importada,Manzana roja importada
Manizales,C054,Manzana royal gala importada,Manzana royal
Manizales,C054,Manzana verde importada,Manzana verde importada
Manizales,C056,Maracuyá,Maracuyá
Manizales,D018,Margarina,Margarina
Manizales,D020,Mayonesa doy pack,Mayonesa doy pack
Manizales,C060,Melón Cantalup,Melón Cantalup
Manizales,C061,Mora de Castilla,Mora de Castilla
Manizales,N/A,Naranja Valencia,Naranja Valencia
Manizales,K033,Panela redonda morena,Panela redonda morena
Manizales,B074,Papa capira,Papa capira
Manizales,B071,Papa criolla limpia,Papa criolla lavada
Manizales,B074,Papa parda pastusa,Papa parda pastusa
Manizales,N/A,Papa R-12 negra,Papa R-12 negra
Manizales,B074,Papa única,Papa
Manizales,C065,Papaya Maradol,Papaya Maradol
Manizales,F085,Pechuga de pollo,Pechuga de pollo
Manizales,B077,Pepino cohombro,Pepino cohombro
Manizales,C071,Pera importada,Pera importada
Manizales,N/A,Perejil,Perejil
Manizales,F091,Piernas de pollo,Piernas de pollo
Manizales,B080,Pimentón,Pimentón
Manizales,C072,Piña gold,Piña gold
Manizales,N/A,Plátano dominico hartón maduro,Plátano maduro
Manizales,N/A,Plátano dominico hartón verde,Plátano verde
Manizales,G017,Queso campesino,Queso campesino
Manizales,G018,Queso costeño,Queso costeño
Manizales,N/A,Rabadillas de pollo,Rabadilla pollo
Manizales,N/A,Rábano rojo,Rábano rojo
Manizales,N/A,Remolacha,Remolacha
Manizales,N/A,Repollo verde,Repollo verde
Manizales,L015,Sal yodada,Sal yodada
Manizales,L017,Salsa de tomate doy pack,Salsa de tomate doy pack
Manizales,E039,Sardinas en lata,Sardinas en lata
Manizales,N/A,Tangelo,Tangelo
Manizales,B103,Tomate chonto,Tomate chonto
Manizales,C082,Tomate de árbol,Tomate de árbol
Manizales,E047,Trucha en corte mariposa,Trucha en corte mariposa
Manizales,C085,Uva red globe nacional,Uva red globe nacional
Manizales,B107,Yuca ICA,Yuca
Manizales,B110,Zanahoria bogotana,Zanahoria
Medellin,N/A,Aceite de palma,Aceite de palma
Medellin,N/A,Aceite girasol,Aceite girasol
Medellin,D013,Aceite vegetal mezcla,Aceite vegetal mezcla
Medellin,N/A,Acelga,Acelga
Medellin,N/A,Aguacate Hass,Aguacate Hass
Medellin,C002,Aguacate papelillo,Aguacate papelillo
Medellin,B006,Ahuyama,Ahuyama
Medellin,N/A,Ají topito dulce,Ají topito
Medellin,N/A,Ajo,Ajo
Medellin,N/A,Ajo importado,Ajo importado
Medellin,N/A,Alas de pollo sin costillar,Alas de pollo sin costillar
Medellin,E001,Almejas con concha,Almejas con concha
Medellin,E001,Almejas sin concha,Almejas sin concha
Medellin,B014,Apio,Apio
Medellin,N/A,Arracacha blanca,Arracacha
Medellin,A010,Arroz de primera,Arroz de primera
Medellin,N/A,Arveja enlatada,Arveja enlatada
Medellin,N/A,Arveja verde en vaina,Arveja verde en vaina
Medellin,T003,Arveja verde seca importada,Arveja
Medellin,A012,Avena en hojuelas,Avena en hojuelas
Medellin,K004,Azúcar morena,Azúcar morena
Medellin,N/A,Azúcar refinada,Azúcar refinada
Medellin,K003,Azúcar sulfitada,Azúcar sulfitada
Medellin,N/A,Bagre rayado en postas congelado,Bagre rayado en postas congelado
Medellin,E005,Bagre rayado entero congelado,Bagre
Medellin,C009,Banano bocadillo,Banano bocadillo
Medellin,C010,Banano criollo,Banano criollo
Medellin,N/A,Banano Urabá,Banano Urabá
Medellin,E007,"Basa, entero congelado importado",Basa
Medellin,E030,"Basa, filete congelado importado",Filete basa
Medellin,N/A,Berenjena,Berenjena
Medellin,E010,Bocachico importado congelado,Bocachico
Medellin,N/A,Borojó,Borojó
Medellin,N/A,Breva,Breva
Medellin,B025,Brócoli,Brócoli
Medellin,N/A,Cachama de cultivo fresca,Cachama de cultivo fresca
Medellin,L005,Café instantáneo,Café instantáneo
Medellin,L006,Café molido,Café molido
Medellin,N/A,Calabacín,Calabacín
Medellin,N/A,Calabaza,Calabaza
Medellin,E015,Calamar anillos,Calamar anillos
Medellin,E017,Camarón tigre precocido seco,Camarón tigre
Medellin,F008,"Carne de cerdo, brazo sin hueso",Brazo cerdo
Medellin,F015,"Carne de cerdo, costilla",Costila cerdo
Medellin,F015,"Carne de cerdo, espinazo","Carne de cerdo, espinazo"
Medellin,F019,"Carne de cerdo, lomo sin hueso",Lomo cerdo
Medellin,F025,"Carne de cerdo, pernil sin hueso",Pernil cerdo
Medellin,N/A,"Carne de cerdo, tocino barriga",Cerdo tocino
Medellin,F029,"Carne de cerdo, tocino papada",Papada cerdo
Medellin,F118,"Carne de res, bola de brazo",Bola brazo res
Medellin,F118,"Carne de res, bola de pierna",Bola pierna res
Medellin,N/A,"Carne de res, bota",Res bota
Medellin,F100,"Carne de res, cadera",Cadera res
Medellin,N/A,"Carne de res, centro de pierna",Res pierna
Medellin,F099,"Carne de res, chatas",Chatas res
Medellin,F107,"Carne de res, costilla",Costilla res
Medellin,F100,"Carne de res, falda",Falda res
Medellin,N/A,"Carne de res, lomo fino",Res lomo
Medellin,F098,"Carne de res, morrillo",Morrillo res
Medellin,F118,"Carne de res, muchacho",Muchacho res
Medellin,N/A,"Carne de res, murillo",Res murillo
Medellin,N/A,"Carne de res, paletero",Res paletero
Medellin,F100,"Carne de res, pecho",Pechho res
Medellin,F100,"Carne de res, punta de anca",Punta de anca res
Medellin,F098,"Carne de res, sobrebarriga",Sobrebarriga res
Medellin,N/A,Cazuela de mariscos (paquete),Cazuela de mariscos (paquete)
Medellin,N/A,Cebolla cabezona blanca,Cebolla cabezona blanca
Medellin,B027,Cebolla cabezona roja importada,Cebolla cabezona roja importada
Medellin,N/A,Cebolla junca,Cebolla junca
Medellin,N/A,Cebolla puerro,Cebolla puerro
Medellin,L008,Chocolate amargo,Chocolate amargo
Medellin,N/A,Chocolate instantáneo,Chocolate instantáneo
Medellin,A053,Chócolo mazorca,Chócolo mazorca
Medellin,N/A,Cidra,Cidra
Medellin,N/A,Cilantro,Cilantro
Medellin,N/A,Ciruela roja,Ciruela roja
Medellin,C019,Coco,Coco
Medellin,N/A,Coles,Coles
Medellin,B039,Coliflor,Coliflor
Medellin,N/A,Color (bolsita),Color
Medellin,C021,Curuba,Curuba
Medellin,N/A,Durazno importado,Durazno importado
Medellin,N/A,Durazno nacional,Durazno nacional
Medellin,B044,Espinaca,Espinaca
Medellin,N/A,Fécula de maíz,Fécula de maíz
Medellin,C025,Fresa,Fresa
Medellin,N/A,Fríjol cargamanto blanco,Fríjol blanco
Medellin,N/A,Fríjol cargamanto rojo,Fríjol cargamanto rojo
Medellin,N/A,Fríjol enlatado,Fríjol enlatado
Medellin,N/A,Fríjol nima calima,Fríjol nima calima
Medellin,N/A,Fríjol radical,Fríjol radical
Medellin,N/A,Fríjol Uribe rosado,Fríjol
Medellin,B046,Fríjol verde cargamanto,Fríjol verde
Medellin,A027,Galletas saladas,Galletas saladas
Medellin,N/A,Garbanzo importado,Garbanzo importado
Medellin,K018,Gelatina,Gelatina
Medellin,C028,Granadilla,Granadilla
Medellin,C030,Guanábana,Guanábana
Medellin,N/A,Guayaba manzana,Guayaba manzana
Medellin,C032,Guayaba pera,Guayaba pera
Medellin,N/A,Guayaba pera valluna,Guayaba pera
Medellin,N/A,Gulupa,Gulupa
Medellin,B052,Habichuela,Habichuela
Medellin,A040,Harina de trigo,Harina de trigo
Medellin,N/A,Higo,Higo
Medellin,J004,Huevo rojo A,Huevo A
Medellin,J004,Huevo rojo AA,Huevo AA
Medellin,N/A,Huevo rojo B,Huevo rojo B
Medellin,J004,Huevo rojo extra,Huevo AAA
Medellin,K018,Jugo instantáneo (sobre),Refesco en polvo
Medellin,C042,Kiwi,Kiwi
Medellin,E024,Langostino 16-20,Langostino
Medellin,E024,Langostino U12,Langostino U12
Medellin,G008,Leche en polvo,Leche en polvo
Medellin,B059,Lechuga Batavia,Lechuga Batavia
Medellin,B060,Lechuga crespa verde,Lechuga crespa verde
Medellin,T026,Lenteja importada,Lenteja importada
Medellin,C044,Limón común,Limón común
Medellin,C044,Limón mandarino,Limón mandarino
Medellin,C044,Limón Tahití,Limón Tahití
Medellin,E003,Lomitos de atún en lata,Lomitos de atún en lata
Medellin,C045,Lulo,Lulo
Medellin,N/A,Maíz amarillo cáscara,Maíz amarillo cáscara
Medellin,N/A,Maíz amarillo cáscara importado,Maíz amarillo cáscara importado
Medellin,A044,Maíz amarillo trillado,Maíz amarillo trillado
Medellin,N/A,Maíz blanco cáscara,Maíz blanco cáscara
Medellin,A046,Maíz blanco trillado,Maíz blanco trillado
Medellin,N/A,Maíz enlatado,Maíz enlatado
Medellin,N/A,Maíz pira,Maíz pira
Medellin,C050,Mandarina Oneco,Mandarina
Medellin,C051,Mango común,Mango
Medellin,C052,Mango Tommy,Mango Tommy
Medellin,N/A,Mango Yulima,Mango Yulima
Medellin,N/A,Manzana nacional,Manzana nacional
Medellin,C054,Manzana roja importada,Manzana roja importada
Medellin,C054,Manzana royal gala importada,Manzana royal
Medellin,C054,Manzana verde importada,Manzana verde importada
Medellin,C056,Maracuyá,Maracuyá
Medellin,N/A,Maracuyá antioqueño,Maracuyá
Medellin,D018,Margarina,Margarina
Medellin,D020,Mayonesa doy pack,Mayonesa doy pack
Medellin,C060,Melón Cantalup,Melón Cantalup
Medellin,E030,"Merluza, filete importado","Merluza, filete importado"
Medellin,C061,Mora de Castilla,Mora de Castilla
Medellin,N/A,Muslos de pollo con rabadilla,Muslos de pollo con rabadilla
Medellin,N/A,Muslos de pollo sin rabadilla,Muslos de pollo sin rabadilla
Medellin,N/A,Naranja Valencia,Naranja Valencia
Medellin,N/A,Palmitos de mar,Palmitos de mar
Medellin,N/A,Panela cuadrada blanca,Panela cuadrada
Medellin,N/A,Panela redonda blanca,Panela redonda blanca
Medellin,K033,Panela redonda morena,Panela redonda morena
Medellin,B074,Papa capira,Papa capira
Medellin,B071,Papa criolla limpia,Papa criolla lavada
Medellin,N/A,Papa nevada,Papa
Medellin,N/A,Papa R-12 negra,Papa R-12 negra
Medellin,C065,Papaya Maradol,Papaya Maradol
Medellin,N/A,Papaya Paulina,Papaya Paulina
Medellin,N/A,Papaya tainung,Papaya tainung
Medellin,E043,Pargo rojo entero congelado,Pargo
Medellin,A072,Pastas alimenticias,Pastas alimenticias
Medellin,C079,Patilla,Sandía
Medellin,C079,Patilla baby,Patilla baby
Medellin,F085,Pechuga de pollo,Pechuga de pollo
Medellin,B077,Pepino cohombro,Pepino cohombro
Medellin,N/A,Pepino de rellenar,Pepino de rellenar
Medellin,C071,Pera importada,Pera importada
Medellin,N/A,Pera nacional,Pera nacional
Medellin,N/A,Perejil,Perejil
Medellin,F091,Pierna pernil con rabadilla,Pierna pernil con rabadilla
Medellin,F091,Piernas de pollo,Piernas de pollo
Medellin,B080,Pimentón,Pimentón
Medellin,N/A,Pimentón verde,Pimentón verde
Medellin,C072,Piña gold,Piña gold
Medellin,N/A,Pitahaya,Pitahaya
Medellin,N/A,Plátano comino,Plátano comino
Medellin,N/A,Plátano dominico verde,Plátano verde
Medellin,N/A,Plátano guineo,Plátano guineo
Medellin,N/A,Plátano hartón maduro,Plátano maduro
Medellin,B092,Plátano hartón verde,Plátano verde
Medellin,N/A,Plátano hartón verde Eje Cafetero,Plátano verde
Medellin,F077,Pollo entero congelado sin vísceras,Pollo entero sin vísceras
Medellin,G017,Queso campesino,Queso campesino
Medellin,G018,Queso costeño,Queso costeño
Medellin,G016,Queso cuajada,Queso cuajada
Medellin,G021,Queso doble crema,Queso doble crema
Medellin,N/A,Rábano rojo,Rábano rojo
Medellin,N/A,Remolacha,Remolacha
Medellin,B099,Repollo blanco,Repollo blanco
Medellin,N/A,Repollo morado,Repollo morado
Medellin,N/A,"Róbalo, filete congelado","Róbalo, filete congelado"
Medellin,L015,Sal yodada,Sal yodada
Medellin,E038,"Salmón, filete congelado",Filete salmón
Medellin,L017,Salsa de tomate doy pack,Salsa de tomate doy pack
Medellin,E039,Sardinas en lata,Sardinas en lata
Medellin,E041,Sierra entera congelada,Sierra
Medellin,E043,Tilapia roja entera congelada,Tilapia
Medellin,E030,"Tilapia, filete congelado","Tilapia, filete congelado"
Medellin,N/A,"Tilapia, lomitos","Tilapia, lomitos"
Medellin,N/A,Tomate chonto regional,Tomate chonto regional
Medellin,C082,Tomate de árbol,Tomate de árbol
Medellin,B103,Tomate larga vida,Tomate larga vida
Medellin,E047,Trucha en corte mariposa,Trucha en corte mariposa
Medellin,N/A,Uchuva con cáscara,Uchuva con cáscara
Medellin,C085,Uva importada,Uva importada
Medellin,C086,Uva Isabela,Uva Isabela
Medellin,C085,Uva red globe nacional,Uva red globe nacional
Medellin,N/A,Uva verde,Uva verde
Medellin,N/A,Yuca chirosa,Yuca
Medellin,N/A,Yuca criolla,Yuca
Medellin,N/A,Zanahoria larga vida,Zanahoria larga vida
Montería,N/A,Aceite de palma,Aceite de palma
Montería,N/A,Aceite girasol,Aceite girasol
Montería,C002,Aguacate papelillo,Aguacate papelillo
Montería,B006,Ahuyama,Ahuyama
Montería,N/A,Ají topito dulce,Ají topito
Montería,N/A,Ajo importado,Ajo importado
Montería,F069,Alas de pollo con costillar,Alas de pollo con costillar
Montería,B014,Apio,Apio
Montería,A010,Arroz de primera,Arroz de primera
Montería,N/A,Arroz excelso,Arroz excelso
Montería,N/A,Azúcar refinada,Azúcar refinada
Montería,N/A,Bagre rayado entero fresco,Bagre rayado entero fresco
Montería,N/A,Banano Urabá,Banano Urabá
Montería,N/A,Berenjena,Berenjena
Montería,N/A,Blanquillo entero fresco,Blanquillo
Montería,N/A,Bocachico criollo fresco,Bocachico criollo fresco
Montería,E010,Bocachico importado congelado,Bocachico
Montería,N/A,Cachama de cultivo fresca,Cachama de cultivo fresca
Montería,L006,Café molido,Café molido
Montería,N/A,"Carne de cerdo, brazo con hueso",Cerdo brazo
Montería,F008,"Carne de cerdo, brazo sin hueso",Brazo cerdo
Montería,F015,"Carne de cerdo, costilla",Costila cerdo
Montería,F015,"Carne de cerdo, espinazo","Carne de cerdo, espinazo"
Montería,N/A,"Carne de cerdo, lomo con hueso",Cerdo lomo
Montería,F019,"Carne de cerdo, lomo sin hueso",Lomo cerdo
Montería,N/A,"Carne de cerdo, pernil con hueso",Cerdo pernil
Montería,F025,"Carne de cerdo, pernil sin hueso",Pernil cerdo
Montería,F118,"Carne de res, bola de brazo",Bola brazo res
Montería,F118,"Carne de res, bola de pierna",Bola pierna res
Montería,N/A,"Carne de res, bota",Res bota
Montería,F100,"Carne de res, cadera",Cadera res
Montería,N/A,"Carne de res, centro de pierna",Res pierna
Montería,F099,"Carne de res, chatas",Chatas res
Montería,N/A,"Carne de res, cogote","Carne de res, cogote"
Montería,F107,"Carne de res, costilla",Costilla res
Montería,F100,"Carne de res, falda",Falda res
Montería,N/A,"Carne de res, lomo de brazo",Res brazo
Montería,N/A,"Carne de res, lomo fino",Res lomo
Montería,F098,"Carne de res, morrillo",Morrillo res
Montería,F118,"Carne de res, muchacho",Muchacho res
Montería,N/A,"Carne de res, murillo",Res murillo
Montería,N/A,"Carne de res, paletero",Res paletero
Montería,F100,"Carne de res, pecho",Pechho res
Montería,F100,"Carne de res, punta de anca",Punta de anca res
Montería,F098,"Carne de res, sobrebarriga",Sobrebarriga res
Montería,N/A,Cebolla cabezona blanca,Cebolla cabezona blanca
Montería,B027,Cebolla cabezona roja importada,Cebolla cabezona roja importada
Montería,N/A,Cebolla cabezona roja peruana,Cebolla cabezona roja
Montería,N/A,Cebolla junca,Cebolla junca
Montería,N/A,Chocolate dulce,Chocolate dulce
Montería,A053,Chócolo mazorca,Chócolo mazorca
Montería,N/A,Cilantro,Cilantro
Montería,C019,Coco,Coco
Montería,A044,Cuchuco de maíz,Cuchuco de maíz
Montería,N/A,Fécula de maíz,Fécula de maíz
Montería,C025,Fresa,Fresa
Montería,N/A,Fríjol cabeza negra nacional,Fríjol cabeza negra
Montería,N/A,Fríjol verde en vaina,Fríjol verde
Montería,N/A,Fríjol Zaragoza,Fríjol
Montería,A027,Galletas saladas,Galletas saladas
Montería,N/A,Guayaba agria,Guayaba agria
Montería,N/A,Guayaba común,Guayaba
Montería,B052,Habichuela,Habichuela
Montería,N/A,Habichuela larga,Habichuela larga
Montería,A040,Harina de trigo,Harina de trigo
Montería,A034,Harina precocida de maíz,Harina precocida de maíz
Montería,J004,Huevo rojo A,Huevo A
Montería,J004,Huevo rojo AA,Huevo AA
Montería,N/A,Huevo rojo B,Huevo rojo B
Montería,K018,Jugo instantáneo (sobre),Refesco en polvo
Montería,B059,Lechuga Batavia,Lechuga Batavia
Montería,T026,Lenteja importada,Lenteja importada
Montería,C044,Limón común,Limón común
Montería,E003,Lomitos de atún en lata,Lomitos de atún en lata
Montería,C045,Lulo,Lulo
Montería,N/A,Maíz amarillo cáscara,Maíz amarillo cáscara
Montería,A044,Maíz amarillo trillado,Maíz amarillo trillado
Montería,A046,Maíz blanco trillado,Maíz blanco trillado
Montería,N/A,Maíz pira,Maíz pira
Montería,N/A,Mandarina común,Mandarina
Montería,C050,Mandarina Oneco,Mandarina
Montería,C052,Mango Tommy,Mango Tommy
Montería,C054,Manzana roja importada,Manzana roja importada
Montería,C054,Manzana royal gala importada,Manzana royal
Montería,C054,Manzana verde importada,Manzana verde importada
Montería,N/A,Maracuyá antioqueño,Maracuyá
Montería,N/A,Menudencias de pollo,Menudencias de pollo
Montería,N/A,Mojarra lora entera fresca,Mojarra
Montería,C061,Mora de Castilla,Mora de Castilla
Montería,N/A,Naranja común,Naranja
Montería,N/A,Naranja Valencia,Naranja Valencia
Montería,N/A,Ñame criollo,Ñame
Montería,N/A,Ñame diamante,Ñame
Montería,N/A,Ñame espino,Ñame
Montería,N/A,Panela cuadrada morena,Panela cuadrada morena
Montería,K033,Panela redonda morena,Panela redonda morena
Montería,B074,Papa capira,Papa capira
Montería,B071,Papa criolla limpia,Papa criolla lavada
Montería,N/A,Papa Puracé,Papa
Montería,N/A,Papaya tainung,Papaya tainung
Montería,A072,Pastas alimenticias,Pastas alimenticias
Montería,C079,Patilla,Sandía
Montería,F085,Pechuga de pollo,Pechuga de pollo
Montería,B077,Pepino cohombro,Pepino cohombro
Montería,C071,Pera importada,Pera importada
Montería,F091,Pierna pernil con rabadilla,Pierna pernil con rabadilla
Montería,B080,Pimentón,Pimentón
Montería,C072,Piña gold,Piña gold
Montería,N/A,Piña perolera,Piña perolera
Montería,B092,Plátano hartón verde,Plátano verde
Montería,F077,Pollo entero congelado sin vísceras,Pollo entero sin vísceras
Montería,G017,Queso campesino,Queso campesino
Montería,G018,Queso costeño,Queso costeño
Montería,N/A,Remolacha,Remolacha
Montería,B099,Repollo blanco,Repollo blanco
Montería,L015,Sal yodada,Sal yodada
Montería,L017,Salsa de tomate doy pack,Salsa de tomate doy pack
Montería,E039,Sardinas en lata,Sardinas en lata
Montería,N/A,Tilapia roja entera fresca,Tilapia roja entera fresca
Montería,N/A,Tomate chonto regional,Tomate chonto regional
Montería,C082,Tomate de árbol,Tomate de árbol
Montería,N/A,Tomate riñón valluno,Tomate chonto
Montería,C085,Uva red globe nacional,Uva red globe nacional
Montería,N/A,Vinagre,Vinagre
Montería,N/A,Yuca criolla,Yuca
Montería,N/A,Zanahoria larga vida,Zanahoria larga vida
Montería,C089,Zapote,Zapote
Pasto,N/A,Acelga,Acelga
Pasto,N/A,Ajo,Ajo
Pasto,N/A,Ajo importado,Ajo importado
Pasto,N/A,Arracacha blanca,Arracacha
Pasto,N/A,Arroz blanco importado,Arroz blanco importado
Pasto,A010,Arroz de primera,Arroz de primera
Pasto,B019,Arveja verde en vaina pastusa,Arveja vaina
Pasto,T003,Arveja verde seca importada,Arveja
Pasto,B025,Brócoli,Brócoli
Pasto,F008,"Carne de cerdo, brazo sin hueso",Brazo cerdo
Pasto,F015,"Carne de cerdo, costilla",Costila cerdo
Pasto,F015,"Carne de cerdo, espinazo","Carne de cerdo, espinazo"
Pasto,F019,"Carne de cerdo, lomo sin hueso",Lomo cerdo
Pasto,F025,"Carne de cerdo, pernil sin hueso",Pernil cerdo
Pasto,F118,"Carne de res, bola de brazo",Bola brazo res
Pasto,F118,"Carne de res, bola de pierna",Bola pierna res
Pasto,F100,"Carne de res, cadera",Cadera res
Pasto,F099,"Carne de res, chatas",Chatas res
Pasto,F107,"Carne de res, costilla",Costilla res
Pasto,F100,"Carne de res, falda",Falda res
Pasto,N/A,"Carne de res, lomo de brazo",Res brazo
Pasto,N/A,"Carne de res, lomo fino",Res lomo
Pasto,F098,"Carne de res, morrillo",Morrillo res
Pasto,F118,"Carne de res, muchacho",Muchacho res
Pasto,F100,"Carne de res, pecho",Pechho res
Pasto,F100,"Carne de res, punta de anca",Punta de anca res
Pasto,F098,"Carne de res, sobrebarriga",Sobrebarriga res
Pasto,N/A,Cebolla cabezona blanca pastusa,Cebolla cabezona blanca
Pasto,N/A,Cebolla junca pastusa,Cebolla junca
Pasto,A053,Chócolo mazorca,Chócolo mazorca
Pasto,N/A,Cilantro,Cilantro
Pasto,B039,Coliflor,Coliflor
Pasto,B044,Espinaca,Espinaca
Pasto,C025,Fresa,Fresa
Pasto,B046,Fríjol verde cargamanto,Fríjol verde
Pasto,K018,Gelatina,Gelatina
Pasto,C030,Guanábana,Guanábana
Pasto,C032,Guayaba pera,Guayaba pera
Pasto,B052,Habichuela,Habichuela
Pasto,A040,Harina de trigo,Harina de trigo
Pasto,A034,Harina precocida de maíz,Harina precocida de maíz
Pasto,J004,Huevo rojo A,Huevo A
Pasto,J004,Huevo rojo AA,Huevo AA
Pasto,J004,Huevo rojo extra,Huevo AAA
Pasto,K018,Jugo instantáneo (sobre),Refesco en polvo
Pasto,G008,Leche en polvo,Leche en polvo
Pasto,B059,Lechuga Batavia,Lechuga Batavia
Pasto,T026,Lenteja importada,Lenteja importada
Pasto,C044,Limón Tahití,Limón Tahití
Pasto,C045,Lulo,Lulo
Pasto,C052,Mango Tommy,Mango Tommy
Pasto,C054,Manzana royal gala importada,Manzana royal
Pasto,C054,Manzana verde importada,Manzana verde importada
Pasto,C056,Maracuyá,Maracuyá
Pasto,C060,Melón Cantalup,Melón Cantalup
Pasto,N/A,Menudencias de pollo,Menudencias de pollo
Pasto,C061,Mora de Castilla,Mora de Castilla
Pasto,C062,Naranja Sweet,Naranja Sweet
Pasto,N/A,Panela cuadrada morena,Panela cuadrada morena
Pasto,B074,Papa capira,Papa capira
Pasto,B071,Papa criolla sucia,Papa criolla sucia
Pasto,N/A,Papa ICA-Huila,Papa ICA-Huila
Pasto,N/A,Papa Morasurco,Papa
Pasto,N/A,Papa superior,Papa superior
Pasto,B074,Papa única,Papa
Pasto,C065,Papaya Maradol,Papaya Maradol
Pasto,C079,Patilla,Sandía
Pasto,F085,Pechuga de pollo,Pechuga de pollo
Pasto,B077,Pepino cohombro,Pepino cohombro
Pasto,C071,Pera importada,Pera importada
Pasto,N/A,Perejil,Perejil
Pasto,F091,Pierna pernil con rabadilla,Pierna pernil con rabadilla
Pasto,B080,Pimentón,Pimentón
Pasto,N/A,Plátano hartón verde ecuatoriano,Plátano verde
Pasto,N/A,Pollo entero fresco sin vísceras,Pollo entero fresco sin vísceras
Pasto,B099,Repollo blanco,Repollo blanco
Pasto,L015,Sal yodada,Sal yodada
Pasto,E043,Tilapia roja entera congelada,Tilapia
Pasto,C082,Tomate de árbol,Tomate de árbol
Pasto,B103,Tomate larga vida,Tomate larga vida
Pasto,N/A,Trucha entera fresca,Trucha
Pasto,P077,Ulluco,Ulluco
Pasto,C086,Uva Isabela,Uva Isabela
Pasto,C085,Uva red globe nacional,Uva red globe nacional
Pasto,B107,Yuca ICA,Yuca
Pasto,B110,Zanahoria,Zanahoria
Pereira,D013,Aceite vegetal mezcla,Aceite vegetal mezcla
Pereira,N/A,Acelga,Acelga
Pereira,C002,Aguacate papelillo,Aguacate papelillo
Pereira,B006,Ahuyama,Ahuyama
Pereira,N/A,Ajo,Ajo
Pereira,N/A,Ajo importado,Ajo importado
Pereira,B014,Apio,Apio
Pereira,N/A,Arracacha blanca,Arracacha
Pereira,A010,Arroz de primera,Arroz de primera
Pereira,N/A,Arveja enlatada,Arveja enlatada
Pereira,N/A,Arveja verde en vaina,Arveja verde en vaina
Pereira,T003,Arveja verde seca importada,Arveja
Pereira,A029,Avena molida,Avena molida
Pereira,N/A,Azúcar refinada,Azúcar refinada
Pereira,E005,Bagre rayado entero congelado,Bagre
Pereira,C010,Banano criollo,Banano criollo
Pereira,N/A,Berenjena,Berenjena
Pereira,E010,Bocachico importado congelado,Bocachico
Pereira,B025,Brócoli,Brócoli
Pereira,L006,Café molido,Café molido
Pereira,N/A,Camarón tití precocido seco,Camarón tití precocido seco
Pereira,F008,"Carne de cerdo, brazo sin hueso",Brazo cerdo
Pereira,F015,"Carne de cerdo, costilla",Costila cerdo
Pereira,F015,"Carne de cerdo, espinazo","Carne de cerdo, espinazo"
Pereira,F019,"Carne de cerdo, lomo sin hueso",Lomo cerdo
Pereira,F025,"Carne de cerdo, pernil sin hueso",Pernil cerdo
Pereira,N/A,"Carne de cerdo, tocino barriga",Cerdo tocino
Pereira,F029,"Carne de cerdo, tocino papada",Papada cerdo
Pereira,F118,"Carne de res, bola de brazo",Bola brazo res
