"Year","Month","City","Codigo_TCAC","Alimento","Precio_kg"
2023,12,"Cali","D013","Aceite vegetal mezcla",12159.3333333333
2023,12,"Cali","C002","Aguacate papelillo",9415
2023,12,"Cali","B006","Ahuyama",1602.5
2023,12,"Cali",NA,"Ajo importado",8407
2023,12,"Cali","F069","Alas de pollo con costillar",8761.5
2023,12,"Cali","E001","Almejas con concha",7411
2023,12,"Cali","B014","Apio",1170.5
2023,12,"Cali","B015","Arracacha amarilla",3113
2023,12,"Cali","A010","Arroz de primera",3852
2023,12,"Cali","B019","Arveja verde en vaina pastusa",5164.5
2023,12,"Cali","T003","Arveja verde seca importada",4527
2023,12,"Cali","A012","Avena en hojuelas",11465.3333333333
2023,12,"Cali","A029","Avena molida",10960.6666666667
2023,12,"Cali","K004","Azúcar morena",4532
2023,12,"Cali","K003","Azúcar sulfitada",4414.33333333333
2023,12,"Cali","E005","Bagre rayado entero congelado",28333
2023,12,"Cali","C010","Banano criollo",1587.5
2023,12,"Cali","E007","Basa, entero congelado importado",13183
2023,12,"Cali","E030","Basa, filete congelado importado",15262.5
2023,12,"Cali","E010","Bocachico importado congelado",13729
2023,12,"Cali","B025","Brócoli",4234
2023,12,"Cali","L005","Café instantáneo",171589.333333333
2023,12,"Cali","L006","Café molido",31862.3333333333
2023,12,"Cali","E015","Calamar anillos",29108
2023,12,"Cali","E015","Calamar blanco entero",15616.5
2023,12,"Cali","E017","Camarón tigre precocido seco",31800
2023,12,"Cali","F008","Carne de cerdo, brazo sin hueso",21335
2023,12,"Cali","F015","Carne de cerdo, costilla",21395
2023,12,"Cali","F015","Carne de cerdo, espinazo",11425
2023,12,"Cali","F019","Carne de cerdo, lomo sin hueso",25660
2023,12,"Cali","F025","Carne de cerdo, pernil sin hueso",22465
2023,12,"Cali","F029","Carne de cerdo, tocino papada",17625
2023,12,"Cali","F118","Carne de res, bola de brazo",28370
2023,12,"Cali","F118","Carne de res, bola de pierna",30835
2023,12,"Cali","F100","Carne de res, cadera",30535
2023,12,"Cali","F099","Carne de res, chatas",40310
2023,12,"Cali","F107","Carne de res, costilla",17235
2023,12,"Cali","F100","Carne de res, falda",18435
2023,12,"Cali","F098","Carne de res, morrillo",27525
2023,12,"Cali","F118","Carne de res, muchacho",29455
2023,12,"Cali","F100","Carne de res, pecho",28635
2023,12,"Cali","F100","Carne de res, punta de anca",41045
2023,12,"Cali","F098","Carne de res, sobrebarriga",28565
2023,12,"Cali","B027","Cebolla cabezona blanca bogotana",2120.5
2023,12,"Cali","B027","Cebolla cabezona roja importada",2141
2023,12,"Cali","B029","Cebolla junca Aquitania",1588
2023,12,"Cali","B029","Cebolla junca Tenerife",1874
2023,12,"Cali","L008","Chocolate amargo",33606.6666666667
2023,12,"Cali","A053","Chócolo mazorca",927.5
2023,12,"Cali",NA,"Cilantro",2237.5
2023,12,"Cali","C019","Coco",4026.5
2023,12,"Cali","B039","Coliflor",4234
2023,12,"Cali","E021","Corvina, filete congelado nacional",57000
2023,12,"Cali","A044","Cuchuco de maíz",2382.66666666667
2023,12,"Cali","C021","Curuba",1833
2023,12,"Cali","C025","Fresa",5998
2023,12,"Cali","T015","Fríjol calima",8118.66666666667
2023,12,"Cali","B046","Fríjol verde cargamanto",4656
2023,12,"Cali","A027","Galletas saladas",15950.6666666667
2023,12,"Cali","K018","Gelatina",42209
2023,12,"Cali","C028","Granadilla",6131
2023,12,"Cali","C030","Guanábana",4987
2023,12,"Cali","C032","Guayaba pera",2409.5
2023,12,"Cali","B052","Habichuela",2097
2023,12,"Cali","A040","Harina de trigo",5022.33333333333
2023,12,"Cali","A034","Harina precocida de maíz",5089.66666666667
2023,12,"Cali","J004","Huevo rojo A",550.5
2023,12,"Cali","J004","Huevo rojo AA",589
2023,12,"Cali","J004","Huevo rojo extra",624.333333333333
2023,12,"Cali","K018","Jugo instantáneo (sobre)",34946
2023,12,"Cali","C042","Kiwi",14430.5
2023,12,"Cali","E024","Langostino 16-20",63933
2023,12,"Cali","E024","Langostino U12",71667
2023,12,"Cali","G008","Leche en polvo",45885.6666666667
2023,12,"Cali","B059","Lechuga Batavia",1121.5
2023,12,"Cali","B060","Lechuga crespa verde",3319
2023,12,"Cali","T026","Lenteja importada",6776
2023,12,"Cali","C044","Limón común",1584
2023,12,"Cali","C044","Limón Tahití",1335.5
2023,12,"Cali","E003","Lomitos de atún en lata",31839
2023,12,"Cali","C045","Lulo",3402.5
2023,12,"Cali","A044","Maíz amarillo trillado",2421.66666666667
2023,12,"Cali","A046","Maíz blanco trillado",2363
2023,12,"Cali","C050","Mandarina Arrayana",2640.5
2023,12,"Cali","C050","Mandarina Oneco",2370
2023,12,"Cali","C051","Mango común",1742
2023,12,"Cali","C052","Mango Tommy",2166.5
2023,12,"Cali","C054","Manzana roja importada",7654
2023,12,"Cali","C054","Manzana royal gala importada",7554.5
2023,12,"Cali","C054","Manzana verde importada",9816
2023,12,"Cali","C056","Maracuyá",2816
2023,12,"Cali","D018","Margarina",26550
2023,12,"Cali","D020","Mayonesa doy pack",21356.3333333333
2023,12,"Cali","C060","Melón Cantalup",3932
2023,12,"Cali","E030","Merluza, filete importado",19000
2023,12,"Cali","E030","Merluza, filete nacional",56000
2023,12,"Cali","C061","Mora de Castilla",5192.5
2023,12,"Cali","C062","Naranja Sweet",1062.5
2023,12,"Cali","K033","Panela redonda morena",5491.66666666667
2023,12,"Cali","B074","Papa capira",1975
2023,12,"Cali","B071","Papa criolla limpia",2868
2023,12,"Cali","B071","Papa criolla sucia",2710
2023,12,"Cali","B074","Papa parda pastusa",1892
2023,12,"Cali","B074","Papa suprema",1840
2023,12,"Cali","B074","Papa única",1683.5
2023,12,"Cali","C065","Papaya Maradol",1465
2023,12,"Cali","E043","Pargo rojo entero congelado",29900
2023,12,"Cali","A072","Pastas alimenticias",7699
2023,12,"Cali","C079","Patilla",1947.5
2023,12,"Cali","C079","Patilla baby",2314
2023,12,"Cali","F085","Pechuga de pollo",13364
2023,12,"Cali","B077","Pepino cohombro",948.5
2023,12,"Cali","C071","Pera importada",7562
2023,12,"Cali","E002","Pescado cabezas",6891.5
2023,12,"Cali","F091","Pierna pernil con rabadilla",8431.5
2023,12,"Cali","F091","Piernas de pollo",8660
2023,12,"Cali","B080","Pimentón",2699.5
2023,12,"Cali","C072","Piña gold",3245.5
2023,12,"Cali","C072","Piña manzana",2304
2023,12,"Cali","B092","Plátano hartón verde",2190
2023,12,"Cali","F077","Pollo entero congelado sin vísceras",10680
2023,12,"Cali","G017","Queso campesino",19783.25
2023,12,"Cali","G020","Queso Caquetá",21306.5
2023,12,"Cali","G018","Queso costeño",21285.5
2023,12,"Cali","G016","Queso cuajada",13778.75
2023,12,"Cali","G021","Queso doble crema",19856.25
2023,12,"Cali","B098","Remolacha bogotana",1441
2023,12,"Cali","B099","Repollo blanco",661.5
2023,12,"Cali","L015","Sal yodada",2080.33333333333
2023,12,"Cali","E038","Salmón, filete congelado",54750
2023,12,"Cali","L017","Salsa de tomate doy pack",21389.6666666667
2023,12,"Cali","E039","Sardinas en lata",15632.3333333333
2023,12,"Cali","E041","Sierra entera congelada",21867
2023,12,"Cali","E043","Tilapia roja entera congelada",15616.5
2023,12,"Cali","E030","Tilapia, filete congelado",19066.5
2023,12,"Cali","B103","Tomate chonto",3457
2023,12,"Cali","C082","Tomate de árbol",1350
2023,12,"Cali","B103","Tomate larga vida",4082
2023,12,"Cali","E047","Trucha en corte mariposa",24158.5
2023,12,"Cali","C085","Uva importada",14971.5
2023,12,"Cali","C086","Uva Isabela",3141.5
2023,12,"Cali","C085","Uva red globe nacional",7511
2023,12,"Cali","B107","Yuca ICA",1130
2023,12,"Cali","B110","Zanahoria",1051
2023,12,"Cali","B110","Zanahoria bogotana",1663.5
2023,12,"Cartagena",NA,"Aceite girasol",13093
2023,12,"Cartagena","D013","Aceite vegetal mezcla",9271
2023,12,"Cartagena",NA,"Ají topito dulce",5608
2023,12,"Cartagena",NA,"Ajo importado",8683
2023,12,"Cartagena","F069","Alas de pollo con costillar",7844
2023,12,"Cartagena","B014","Apio",1541
2023,12,"Cartagena","A010","Arroz de primera",3950
2023,12,"Cartagena",NA,"Arroz de segunda",3497
2023,12,"Cartagena",NA,"Arroz excelso",4068
2023,12,"Cartagena","T003","Arveja verde seca importada",4406
2023,12,"Cartagena",NA,"Azúcar refinada",4620
2023,12,"Cartagena","K003","Azúcar sulfitada",4089
2023,12,"Cartagena","E007","Basa, entero congelado importado",8875
2023,12,"Cartagena","E010","Bocachico importado congelado",10125
2023,12,"Cartagena","B025","Brócoli",6648
2023,12,"Cartagena","L005","Café instantáneo",123039
2023,12,"Cartagena","F008","Carne de cerdo, brazo sin hueso",20333
2023,12,"Cartagena","F015","Carne de cerdo, costilla",19240
2023,12,"Cartagena","F019","Carne de cerdo, lomo sin hueso",18981
2023,12,"Cartagena",NA,"Carne de cerdo, pernil con hueso",18208
2023,12,"Cartagena","F118","Carne de res, bola de brazo",25938
2023,12,"Cartagena","F118","Carne de res, bola de pierna",25938
2023,12,"Cartagena",NA,"Carne de res, bota",25938
2023,12,"Cartagena","F100","Carne de res, cadera",25938
2023,12,"Cartagena",NA,"Carne de res, centro de pierna",25938
2023,12,"Cartagena","F099","Carne de res, chatas",26875
2023,12,"Cartagena","F107","Carne de res, costilla",13854
2023,12,"Cartagena","F100","Carne de res, falda",23500
2023,12,"Cartagena",NA,"Carne de res, lomo fino",43944
2023,12,"Cartagena","F118","Carne de res, muchacho",23000
2023,12,"Cartagena","F100","Carne de res, punta de anca",27375
2023,12,"Cartagena","F098","Carne de res, sobrebarriga",22313
2023,12,"Cartagena",NA,"Cebolla cabezona blanca",2245
2023,12,"Cartagena",NA,"Cebolla cabezona roja",1963
2023,12,"Cartagena","B027","Cebolla cabezona roja importada",2312
2023,12,"Cartagena",NA,"Cebolla junca Berlín",3184
2023,12,"Cartagena",NA,"Chocolate dulce",23375
2023,12,"Cartagena","A053","Chócolo mazorca",1263
2023,12,"Cartagena",NA,"Cilantro",5057
2023,12,"Cartagena","C019","Coco",4914
2023,12,"Cartagena","B039","Coliflor",8295
2023,12,"Cartagena","B044","Espinaca",6250
2023,12,"Cartagena",NA,"Fécula de maíz",31710
2023,12,"Cartagena",NA,"Fríjol cabeza negra importado",7031
2023,12,"Cartagena",NA,"Fríjol palomito importado",8031
2023,12,"Cartagena",NA,"Fríjol Zaragoza",8406
2023,12,"Cartagena",NA,"Galletas dulces redondas con crema",19931
2023,12,"Cartagena","A027","Galletas saladas",13447
2023,12,"Cartagena","K018","Gelatina",39449
2023,12,"Cartagena",NA,"Guayaba común",2896
2023,12,"Cartagena","C032","Guayaba pera",3432
2023,12,"Cartagena","B052","Habichuela",3271
2023,12,"Cartagena","A040","Harina de trigo",3084
2023,12,"Cartagena","A034","Harina precocida de maíz",4086
2023,12,"Cartagena","J004","Huevo rojo A",545
2023,12,"Cartagena","J004","Huevo rojo AA",589
2023,12,"Cartagena",NA,"Jugo de frutas",8595
2023,12,"Cartagena","K018","Jugo instantáneo (sobre)",33594
2023,12,"Cartagena","B059","Lechuga Batavia",2863
2023,12,"Cartagena","T026","Lenteja importada",7063
2023,12,"Cartagena","C044","Limón común",2240
2023,12,"Cartagena","C044","Limón Tahití",2308
2023,12,"Cartagena","C045","Lulo",4579
2023,12,"Cartagena","A044","Maíz amarillo trillado",2250
2023,12,"Cartagena","A046","Maíz blanco trillado",2479
2023,12,"Cartagena",NA,"Mandarina común",2326
2023,12,"Cartagena","C052","Mango Tommy",2810
2023,12,"Cartagena","C054","Manzana roja importada",8979
2023,12,"Cartagena","C054","Manzana verde importada",10282
2023,12,"Cartagena","D020","Mayonesa doy pack",17817
2023,12,"Cartagena",NA,"Mojarra lora entera fresca",10969
2023,12,"Cartagena","C061","Mora de Castilla",5030
2023,12,"Cartagena",NA,"Naranja común",863
2023,12,"Cartagena",NA,"Naranja Valencia",1260
2023,12,"Cartagena",NA,"Ñame espino",4014
2023,12,"Cartagena",NA,"Panela redonda blanca",3838
2023,12,"Cartagena","B071","Papa criolla limpia",4153
2023,12,"Cartagena","B074","Papa única",1693
2023,12,"Cartagena",NA,"Papaya tainung",1350
2023,12,"Cartagena","A072","Pastas alimenticias",6635
2023,12,"Cartagena","C079","Patilla",1934
2023,12,"Cartagena","F085","Pechuga de pollo",12400
2023,12,"Cartagena","B077","Pepino cohombro",1238
2023,12,"Cartagena","C071","Pera importada",8673
2023,12,"Cartagena","F091","Pierna pernil con rabadilla",6919
2023,12,"Cartagena","B080","Pimentón",4434
2023,12,"Cartagena","C072","Piña gold",3729
2023,12,"Cartagena","B092","Plátano hartón verde",1388
2023,12,"Cartagena","F077","Pollo entero congelado sin vísceras",9006
2023,12,"Cartagena","G018","Queso costeño",19917
2023,12,"Cartagena",NA,"Rábano rojo",5659
2023,12,"Cartagena",NA,"Remolacha",1686
2023,12,"Cartagena","B099","Repollo blanco",2231
2023,12,"Cartagena","L015","Sal yodada",895
2023,12,"Cartagena","L017","Salsa de tomate doy pack",17817
2023,12,"Cartagena","E039","Sardinas en lata",11233
2023,12,"Cartagena","E041","Sierra entera congelada",20250
2023,12,"Cartagena",NA,"Tilapia roja entera fresca",12781
2023,12,"Cartagena","B103","Tomate chonto",3709
2023,12,"Cartagena","C082","Tomate de árbol",1618
2023,12,"Cartagena","C085","Uva red globe nacional",9170
2023,12,"Cartagena",NA,"Vinagre",1466
2023,12,"Cartagena",NA,"Yuca criolla",1120
2023,12,"Cartagena","B110","Zanahoria bogotana",1980
2023,12,"Cúcuta",NA,"Aceite de palma",7040.5
2023,12,"Cúcuta","B006","Ahuyama",1652
2023,12,"Cúcuta",NA,"Ajo",2681
2023,12,"Cúcuta",NA,"Ajo importado",8981
2023,12,"Cúcuta",NA,"Alas de pollo sin costillar",10983
2023,12,"Cúcuta","B014","Apio",1591
2023,12,"Cúcuta","B015","Arracacha amarilla",3845
2023,12,"Cúcuta","A010","Arroz de primera",3978
2023,12,"Cúcuta",NA,"Arveja amarilla seca importada",4159
2023,12,"Cúcuta",NA,"Arveja verde en vaina",7319
2023,12,"Cúcuta","T003","Arveja verde seca importada",3981
2023,12,"Cúcuta","A012","Avena en hojuelas",8086.5
2023,12,"Cúcuta",NA,"Azúcar refinada",4645
2023,12,"Cúcuta",NA,"Bagre rayado entero fresco",18370
2023,12,"Cúcuta","C010","Banano criollo",1901.5
2023,12,"Cúcuta","E007","Basa, entero congelado importado",10056
2023,12,"Cúcuta",NA,"Bocachico criollo fresco",12944
2023,12,"Cúcuta",NA,"Bocadillo veleño",344
2023,12,"Cúcuta",NA,"Borojó",7745
2023,12,"Cúcuta","B025","Brócoli",6696
2023,12,"Cúcuta",NA,"Cachama de cultivo fresca",9704
2023,12,"Cúcuta","L005","Café instantáneo",125899
2023,12,"Cúcuta","L006","Café molido",33703
2023,12,"Cúcuta",NA,"Calabaza",784
2023,12,"Cúcuta",NA,"Carne de cerdo, brazo con hueso",18875
2023,12,"Cúcuta",NA,"Carne de cerdo, cabeza de lomo",20073
2023,12,"Cúcuta","F015","Carne de cerdo, costilla",19802
2023,12,"Cúcuta","F015","Carne de cerdo, espinazo",6521
2023,12,"Cúcuta",NA,"Carne de cerdo, lomo con hueso",19979.5
2023,12,"Cúcuta","F019","Carne de cerdo, lomo sin hueso",21458.5
2023,12,"Cúcuta",NA,"Carne de cerdo, pernil con hueso",19770.5
2023,12,"Cúcuta","F025","Carne de cerdo, pernil sin hueso",20448
2023,12,"Cúcuta","F029","Carne de cerdo, tocino papada",17000
2023,12,"Cúcuta","F118","Carne de res, bola de brazo",27020.5
2023,12,"Cúcuta","F118","Carne de res, bola de pierna",26896
2023,12,"Cúcuta",NA,"Carne de res, bota",26958
2023,12,"Cúcuta","F100","Carne de res, cadera",26583
2023,12,"Cúcuta",NA,"Carne de res, centro de pierna",26625
2023,12,"Cúcuta","F099","Carne de res, chatas",35208.5
2023,12,"Cúcuta","F107","Carne de res, costilla",20270.5
2023,12,"Cúcuta","F100","Carne de res, falda",24604.5
2023,12,"Cúcuta",NA,"Carne de res, lomo de brazo",24916.5
2023,12,"Cúcuta",NA,"Carne de res, lomo fino",35375
2023,12,"Cúcuta","F098","Carne de res, morrillo",25250
2023,12,"Cúcuta","F118","Carne de res, muchacho",25917
2023,12,"Cúcuta",NA,"Carne de res, murillo",25125
2023,12,"Cúcuta",NA,"Carne de res, paletero",24812.5
2023,12,"Cúcuta","F100","Carne de res, pecho",25208
2023,12,"Cúcuta","F100","Carne de res, punta de anca",34041.5
2023,12,"Cúcuta","F098","Carne de res, sobrebarriga",25250
2023,12,"Cúcuta",NA,"Cebolla cabezona blanca",1940
2023,12,"Cúcuta",NA,"Cebolla cabezona roja",1846
2023,12,"Cúcuta",NA,"Cebolla junca Berlín",1775
2023,12,"Cúcuta",NA,"Cebolla puerro",4755
2023,12,"Cúcuta",NA,"Chocolate dulce",20106.5
2023,12,"Cúcuta","A053","Chócolo mazorca",1295
2023,12,"Cúcuta",NA,"Cilantro",7627
2023,12,"Cúcuta",NA,"Ciruela roja",4118
2023,12,"Cúcuta","B039","Coliflor",6676
2023,12,"Cúcuta","C021","Curuba",2110
2023,12,"Cúcuta",NA,"Durazno nacional",5563
2023,12,"Cúcuta","B044","Espinaca",8157
2023,12,"Cúcuta",NA,"Fécula de maíz",32802.5
2023,12,"Cúcuta","C025","Fresa",10195
2023,12,"Cúcuta",NA,"Fríjol verde bolo",5218
2023,12,"Cúcuta",NA,"Fríjol Zaragoza",7350
2023,12,"Cúcuta",NA,"Galletas dulces redondas con crema",21300.5
2023,12,"Cúcuta","A027","Galletas saladas",14330.5
2023,12,"Cúcuta",NA,"Garbanzo importado",6942
2023,12,"Cúcuta","K018","Gelatina",39642.5
2023,12,"Cúcuta","C028","Granadilla",6555
2023,12,"Cúcuta","C030","Guanábana",4948
2023,12,"Cúcuta","C032","Guayaba pera",2608
2023,12,"Cúcuta","B052","Habichuela",3751
2023,12,"Cúcuta","A040","Harina de trigo",3413.5
2023,12,"Cúcuta","A034","Harina precocida de maíz",3177
2023,12,"Cúcuta","J004","Huevo rojo A",521
2023,12,"Cúcuta","J004","Huevo rojo AA",533
2023,12,"Cúcuta",NA,"Huevo rojo B",482
2023,12,"Cúcuta","J004","Huevo rojo extra",579.5
2023,12,"Cúcuta","C042","Kiwi",19269
2023,12,"Cúcuta","G008","Leche en polvo",28242
2023,12,"Cúcuta","B059","Lechuga Batavia",2252
2023,12,"Cúcuta","B060","Lechuga crespa verde",5294
2023,12,"Cúcuta","T026","Lenteja importada",6815
2023,12,"Cúcuta","C044","Limón común",3810
2023,12,"Cúcuta","C044","Limón Tahití",2139
2023,12,"Cúcuta","E003","Lomitos de atún en lata",30604.5
2023,12,"Cúcuta","C045","Lulo",4962
2023,12,"Cúcuta","A046","Maíz blanco trillado",2950.5
2023,12,"Cúcuta",NA,"Maíz pira",4999
2023,12,"Cúcuta",NA,"Mandarina común",1969
2023,12,"Cúcuta","C052","Mango Tommy",3245
2023,12,"Cúcuta",NA,"Manteca",11146
2023,12,"Cúcuta","C054","Manzana roja importada",8697
2023,12,"Cúcuta","C054","Manzana royal gala importada",8771
2023,12,"Cúcuta","C054","Manzana verde importada",11403
2023,12,"Cúcuta","C056","Maracuyá",4309
2023,12,"Cúcuta","D020","Mayonesa doy pack",14134
2023,12,"Cúcuta","C060","Melón Cantalup",3270
2023,12,"Cúcuta","C061","Mora de Castilla",3902
2023,12,"Cúcuta",NA,"Naranja común",989
2023,12,"Cúcuta",NA,"Panela cuadrada morena",2989
2023,12,"Cúcuta","B071","Papa criolla limpia",2839
2023,12,"Cúcuta",NA,"Papa superior",1618
2023,12,"Cúcuta","B074","Papa única",1365
2023,12,"Cúcuta","C065","Papaya Maradol",1787.5
2023,12,"Cúcuta","A072","Pastas alimenticias",4209.5
2023,12,"Cúcuta","C079","Patilla",1767
2023,12,"Cúcuta","F085","Pechuga de pollo",12600
2023,12,"Cúcuta","B077","Pepino cohombro",1086
2023,12,"Cúcuta","C071","Pera importada",8515
2023,12,"Cúcuta",NA,"Perejil",8147
2023,12,"Cúcuta","F091","Pierna pernil con rabadilla",8500
2023,12,"Cúcuta","F091","Piernas de pollo",9413
2023,12,"Cúcuta","B080","Pimentón",4895
2023,12,"Cúcuta","C072","Piña gold",4301
2023,12,"Cúcuta",NA,"Piña perolera",3142
2023,12,"Cúcuta",NA,"Pitahaya",16704
2023,12,"Cúcuta",NA,"Plátano hartón maduro",3054
2023,12,"Cúcuta","B092","Plátano hartón verde",3050
2023,12,"Cúcuta",NA,"Pollo entero fresco sin vísceras",11300
2023,12,"Cúcuta","G017","Queso campesino",19900
2023,12,"Cúcuta","G018","Queso costeño",24700
2023,12,"Cúcuta","G016","Queso cuajada",19600
2023,12,"Cúcuta","G021","Queso doble crema",20750
2023,12,"Cúcuta",NA,"Remolacha regional",1625
2023,12,"Cúcuta",NA,"Repollo morado",2884
2023,12,"Cúcuta",NA,"Repollo verde",1244
2023,12,"Cúcuta","L015","Sal yodada",1946
2023,12,"Cúcuta","L017","Salsa de tomate doy pack",14240
2023,12,"Cúcuta","E039","Sardinas en lata",17968.5
2023,12,"Cúcuta",NA,"Tilapia roja entera fresca",12778
2023,12,"Cúcuta","B103","Tomate chonto",3608
2023,12,"Cúcuta","C082","Tomate de árbol",4000
2023,12,"Cúcuta",NA,"Tomate Riogrande",3480
2023,12,"Cúcuta",NA,"Uchuva con cáscara",4186
2023,12,"Cúcuta","C085","Uva importada",17813
2023,12,"Cúcuta","C086","Uva Isabela",6261
2023,12,"Cúcuta",NA,"Vinagre",2221
2023,12,"Cúcuta",NA,"Yuca criolla",2148
2023,12,"Cúcuta","B110","Zanahoria",1612
2023,12,"Cúcuta","B110","Zanahoria bogotana",1954
2023,12,"Ibagué","D013","Aceite vegetal mezcla",7141
2023,12,"Ibagué",NA,"Acelga",1604
2023,12,"Ibagué","C002","Aguacate común",6000
2023,12,"Ibagué","C002","Aguacate papelillo",8021
2023,12,"Ibagué","B006","Ahuyama",1522
2023,12,"Ibagué",NA,"Ahuyamín (Sakata)",1904
2023,12,"Ibagué",NA,"Ajo importado",9170
2023,12,"Ibagué","F069","Alas de pollo con costillar",7700
2023,12,"Ibagué","B014","Apio",1609
2023,12,"Ibagué","B015","Arracacha amarilla",2490
2023,12,"Ibagué",NA,"Arroz excelso",3747
2023,12,"Ibagué",NA,"Arveja amarilla seca importada",3274
2023,12,"Ibagué",NA,"Arveja verde en vaina",4688
2023,12,"Ibagué","A012","Avena en hojuelas",10038
2023,12,"Ibagué","A029","Avena molida",10043
2023,12,"Ibagué","K004","Azúcar morena",4775
2023,12,"Ibagué",NA,"Azúcar refinada",4784
2023,12,"Ibagué","K003","Azúcar sulfitada",4358
2023,12,"Ibagué",NA,"Bagre rayado entero fresco",22533
2023,12,"Ibagué","C010","Banano criollo",1326
2023,12,"Ibagué",NA,"Breva",6939
2023,12,"Ibagué","B025","Brócoli",1972
2023,12,"Ibagué",NA,"Cachama de cultivo fresca",10300
2023,12,"Ibagué","L006","Café molido",30038
2023,12,"Ibagué","F008","Carne de cerdo, brazo sin hueso",18917
2023,12,"Ibagué",NA,"Carne de cerdo, cabeza de lomo",19000
2023,12,"Ibagué","F015","Carne de cerdo, costilla",19683
2023,12,"Ibagué","F019","Carne de cerdo, lomo sin hueso",22667
2023,12,"Ibagué",NA,"Carne de cerdo, pernil con hueso",19958
2023,12,"Ibagué","F025","Carne de cerdo, pernil sin hueso",20433
2023,12,"Ibagué",NA,"Carne de cerdo, tocino barriga",17467
2023,12,"Ibagué","F029","Carne de cerdo, tocino papada",16133
2023,12,"Ibagué",NA,"Carne de res molida, murillo",20333
2023,12,"Ibagué","F118","Carne de res, bola de brazo",25883
2023,12,"Ibagué","F118","Carne de res, bola de pierna",26225
2023,12,"Ibagué",NA,"Carne de res, bota",26458
2023,12,"Ibagué","F100","Carne de res, cadera",26383
2023,12,"Ibagué",NA,"Carne de res, centro de pierna",26700
2023,12,"Ibagué","F099","Carne de res, chatas",31825
2023,12,"Ibagué",NA,"Carne de res, cogote",13625
2023,12,"Ibagué","F107","Carne de res, costilla",16800
2023,12,"Ibagué","F100","Carne de res, falda",21633
2023,12,"Ibagué",NA,"Carne de res, lomo fino",38742
2023,12,"Ibagué","F098","Carne de res, morrillo",21150
2023,12,"Ibagué","F118","Carne de res, muchacho",27033
2023,12,"Ibagué",NA,"Carne de res, murillo",20408
2023,12,"Ibagué",NA,"Carne de res, paletero",14217
2023,12,"Ibagué","F100","Carne de res, pecho",23725
2023,12,"Ibagué","F100","Carne de res, punta de anca",31392
2023,12,"Ibagué","F098","Carne de res, sobrebarriga",22050
2023,12,"Ibagué",NA,"Cebolla cabezona blanca",1913
2023,12,"Ibagué","B029","Cebolla junca Aquitania",2170
2023,12,"Ibagué","L008","Chocolate amargo",32650
2023,12,"Ibagué",NA,"Chocolate dulce",17125
2023,12,"Ibagué","A053","Chócolo mazorca",1561
2023,12,"Ibagué",NA,"Cilantro",3259
2023,12,"Ibagué",NA,"Color (bolsita)",25350
2023,12,"Ibagué","A044","Cuchuco de maíz",3613
2023,12,"Ibagué","B044","Espinaca",4244
2023,12,"Ibagué",NA,"Fríjol cargamanto rojo",7444
2023,12,"Ibagué",NA,"Fríjol verde en vaina",4476
2023,12,"Ibagué",NA,"Galletas dulces redondas con crema",16604
2023,12,"Ibagué","A027","Galletas saladas",13950
2023,12,"Ibagué","K018","Gelatina",37649
2023,12,"Ibagué","C028","Granadilla",4769
2023,12,"Ibagué","C030","Guanábana",4242
2023,12,"Ibagué","C032","Guayaba pera",2488
2023,12,"Ibagué",NA,"Gulupa",2129
2023,12,"Ibagué","B052","Habichuela",1614
2023,12,"Ibagué","A040","Harina de trigo",3126
2023,12,"Ibagué","A034","Harina precocida de maíz",3531
2023,12,"Ibagué","J004","Huevo rojo A",554
2023,12,"Ibagué","J004","Huevo rojo AA",587
2023,12,"Ibagué",NA,"Huevo rojo B",504
2023,12,"Ibagué","J004","Huevo rojo extra",623
2023,12,"Ibagué","K018","Jugo instantáneo (sobre)",32856
2023,12,"Ibagué","C042","Kiwi",16184
2023,12,"Ibagué","G008","Leche en polvo",38639
2023,12,"Ibagué","B059","Lechuga Batavia",2313
2023,12,"Ibagué","T026","Lenteja importada",6338
2023,12,"Ibagué","C044","Limón común",1187
2023,12,"Ibagué","C044","Limón mandarino",1629
2023,12,"Ibagué","C044","Limón Tahití",1183
2023,12,"Ibagué","C045","Lulo",3196
2023,12,"Ibagué","A046","Maíz blanco trillado",1860
2023,12,"Ibagué","C050","Mandarina Arrayana",1705
2023,12,"Ibagué","C050","Mandarina Oneco",1550
2023,12,"Ibagué","C052","Mango Tommy",1244
2023,12,"Ibagué",NA,"Manteca",7850
2023,12,"Ibagué","C054","Manzana roja importada",8539
2023,12,"Ibagué","C054","Manzana royal gala importada",8286
2023,12,"Ibagué","C054","Manzana verde importada",9613
2023,12,"Ibagué","C056","Maracuyá",2999
2023,12,"Ibagué","D018","Margarina",14130
2023,12,"Ibagué","D020","Mayonesa doy pack",18227
2023,12,"Ibagué","C060","Melón Cantalup",2982
2023,12,"Ibagué",NA,"Menudencias de pollo",2500
2023,12,"Ibagué","C061","Mora de Castilla",4457
2023,12,"Ibagué","C062","Naranja Sweet",1377
2023,12,"Ibagué",NA,"Panela cuadrada blanca",3269
2023,12,"Ibagué","B071","Papa criolla limpia",3171
2023,12,"Ibagué",NA,"Papa superior",1808
2023,12,"Ibagué",NA,"Papaya Paulina",1224
2023,12,"Ibagué","A072","Pastas alimenticias",8109
2023,12,"Ibagué","C079","Patilla",1500
2023,12,"Ibagué","F085","Pechuga de pollo",13100
2023,12,"Ibagué","B077","Pepino cohombro",1175
