"Year","Month","City","Codigo_TCAC","Alimento","Precio_kg"
2023,12,"Ibagué",NA,"Pepino de rellenar",3014
2023,12,"Ibagué","C071","Pera importada",8074
2023,12,"Ibagué",NA,"Perejil",10299
2023,12,"Ibagué","F091","Pierna pernil con rabadilla",9158
2023,12,"Ibagué","B080","Pimentón",2648
2023,12,"Ibagué","C072","Piña gold",3748
2023,12,"Ibagué",NA,"Plátano hartón maduro",2004
2023,12,"Ibagué","B092","Plátano hartón verde",2004
2023,12,"Ibagué",NA,"Pollo entero fresco sin vísceras",10608
2023,12,"Ibagué","G017","Queso campesino",15625
2023,12,"Ibagué","G021","Queso doble crema",19583
2023,12,"Ibagué",NA,"Remolacha",1554
2023,12,"Ibagué","L015","Sal yodada",1973
2023,12,"Ibagué","L017","Salsa de tomate doy pack",18875
2023,12,"Ibagué",NA,"Tilapia roja entera fresca",12933
2023,12,"Ibagué","B103","Tomate chonto",2635
2023,12,"Ibagué","C082","Tomate de árbol",1602
2023,12,"Ibagué",NA,"Uchuva con cáscara",3920
2023,12,"Ibagué","C086","Uva Isabela",2962
2023,12,"Ibagué","C085","Uva red globe nacional",8044
2023,12,"Ibagué",NA,"Yuca chirosa",1102
2023,12,"Ibagué","B110","Zanahoria",1838
2023,12,"Manizales","D013","Aceite vegetal mezcla",8861
2023,12,"Manizales","B006","Ahuyama",2000
2023,12,"Manizales",NA,"Ajo",8177
2023,12,"Manizales",NA,"Ajo importado",9667
2023,12,"Manizales","B014","Apio",1827
2023,12,"Manizales",NA,"Arracacha blanca",3098
2023,12,"Manizales","A010","Arroz de primera",4140
2023,12,"Manizales",NA,"Arveja verde en vaina",5971
2023,12,"Manizales","T003","Arveja verde seca importada",4537
2023,12,"Manizales","K003","Azúcar sulfitada",4453
2023,12,"Manizales","C010","Banano criollo",1519
2023,12,"Manizales",NA,"Berenjena",3000
2023,12,"Manizales","E010","Bocachico importado congelado",13000
2023,12,"Manizales","B025","Brócoli",4014
2023,12,"Manizales","L006","Café molido",31278
2023,12,"Manizales","F015","Carne de cerdo, costilla",19833
2023,12,"Manizales","F015","Carne de cerdo, espinazo",13000
2023,12,"Manizales","F019","Carne de cerdo, lomo sin hueso",23000
2023,12,"Manizales","F025","Carne de cerdo, pernil sin hueso",20125
2023,12,"Manizales",NA,"Carne de cerdo, tocineta plancha",20875
2023,12,"Manizales","F029","Carne de cerdo, tocino papada",16625
2023,12,"Manizales","F118","Carne de res, bola de brazo",25042
2023,12,"Manizales","F118","Carne de res, bola de pierna",26417
2023,12,"Manizales",NA,"Carne de res, bota",25292
2023,12,"Manizales","F100","Carne de res, cadera",26292
2023,12,"Manizales",NA,"Carne de res, centro de pierna",26583
2023,12,"Manizales","F107","Carne de res, costilla",16917
2023,12,"Manizales","F100","Carne de res, falda",19250
2023,12,"Manizales",NA,"Carne de res, lomo fino",31750
2023,12,"Manizales","F118","Carne de res, muchacho",26333
2023,12,"Manizales",NA,"Carne de res, murillo",21042
2023,12,"Manizales",NA,"Carne de res, paletero",23792
2023,12,"Manizales","F100","Carne de res, pecho",21333
2023,12,"Manizales","F100","Carne de res, punta de anca",31750
2023,12,"Manizales","F098","Carne de res, sobrebarriga",23117
2023,12,"Manizales",NA,"Cebolla cabezona blanca",2128
2023,12,"Manizales",NA,"Cebolla junca",2600
2023,12,"Manizales","L008","Chocolate amargo",32400
2023,12,"Manizales","A053","Chócolo mazorca",1075
2023,12,"Manizales",NA,"Cilantro",10083
2023,12,"Manizales","C019","Coco",6452
2023,12,"Manizales","B039","Coliflor",4321
2023,12,"Manizales","B044","Espinaca",4250
2023,12,"Manizales","C025","Fresa",7267
2023,12,"Manizales",NA,"Fríjol cargamanto rojo",9940
2023,12,"Manizales",NA,"Fríjol nima calima",8968
2023,12,"Manizales",NA,"Fríjol verde en vaina",5104
2023,12,"Manizales","A027","Galletas saladas",14507
2023,12,"Manizales","K018","Gelatina",39695
2023,12,"Manizales","C028","Granadilla",7381
2023,12,"Manizales","C030","Guanábana",3706
2023,12,"Manizales",NA,"Guayaba agria",4375
2023,12,"Manizales",NA,"Guayaba manzana",3500
2023,12,"Manizales","C032","Guayaba pera",2608
2023,12,"Manizales","B052","Habichuela",2503
2023,12,"Manizales","A040","Harina de trigo",3174
2023,12,"Manizales","A034","Harina precocida de maíz",4500
2023,12,"Manizales",NA,"Huevo blanco A",551
2023,12,"Manizales",NA,"Huevo blanco AA",583
2023,12,"Manizales",NA,"Huevo blanco extra",638
2023,12,"Manizales","C042","Kiwi",16250
2023,12,"Manizales","B059","Lechuga Batavia",2650
2023,12,"Manizales","T026","Lenteja importada",7401
2023,12,"Manizales","C044","Limón Tahití",1744
2023,12,"Manizales","C045","Lulo",3788
2023,12,"Manizales",NA,"Maíz amarillo cáscara",1831
2023,12,"Manizales","A046","Maíz blanco trillado",2360
2023,12,"Manizales","C050","Mandarina Oneco",1858
2023,12,"Manizales","C052","Mango Tommy",2317
2023,12,"Manizales",NA,"Manteca",11689
2023,12,"Manizales","C054","Manzana roja importada",8421
2023,12,"Manizales","C054","Manzana royal gala importada",8265
2023,12,"Manizales","C054","Manzana verde importada",10461
2023,12,"Manizales","C056","Maracuyá",2306
2023,12,"Manizales","D018","Margarina",16250
2023,12,"Manizales","D020","Mayonesa doy pack",17847
2023,12,"Manizales","C060","Melón Cantalup",3781
2023,12,"Manizales","C061","Mora de Castilla",6000
2023,12,"Manizales",NA,"Naranja Valencia",1050
2023,12,"Manizales","K033","Panela redonda morena",3946
2023,12,"Manizales","B074","Papa capira",2027
2023,12,"Manizales","B071","Papa criolla limpia",3587
2023,12,"Manizales","B074","Papa parda pastusa",1918
2023,12,"Manizales",NA,"Papa R-12 negra",2027
2023,12,"Manizales","B074","Papa única",1542
2023,12,"Manizales","C065","Papaya Maradol",1347
2023,12,"Manizales","F085","Pechuga de pollo",14233
2023,12,"Manizales","B077","Pepino cohombro",884
2023,12,"Manizales","C071","Pera importada",7891
2023,12,"Manizales",NA,"Perejil",7733
2023,12,"Manizales","F091","Piernas de pollo",8975
2023,12,"Manizales","B080","Pimentón",2900
2023,12,"Manizales","C072","Piña gold",3900
2023,12,"Manizales",NA,"Plátano dominico hartón maduro",2575
2023,12,"Manizales",NA,"Plátano dominico hartón verde",2575
2023,12,"Manizales","G017","Queso campesino",16333
2023,12,"Manizales","G018","Queso costeño",20550
2023,12,"Manizales",NA,"Rabadillas de pollo",4750
2023,12,"Manizales",NA,"Rábano rojo",6500
2023,12,"Manizales",NA,"Remolacha",1750
2023,12,"Manizales",NA,"Repollo verde",1133
2023,12,"Manizales","L015","Sal yodada",2040
2023,12,"Manizales","L017","Salsa de tomate doy pack",17847
2023,12,"Manizales","E039","Sardinas en lata",16503
2023,12,"Manizales",NA,"Tangelo",1825
2023,12,"Manizales","B103","Tomate chonto",3520
2023,12,"Manizales","C082","Tomate de árbol",1091
2023,12,"Manizales","E047","Trucha en corte mariposa",23500
2023,12,"Manizales","C085","Uva red globe nacional",7513
2023,12,"Manizales","B107","Yuca ICA",1227
2023,12,"Manizales","B110","Zanahoria bogotana",1851
2023,12,"Medellin",NA,"Aceite de palma",7943
2023,12,"Medellin",NA,"Aceite girasol",18433
2023,12,"Medellin","D013","Aceite vegetal mezcla",7721
2023,12,"Medellin",NA,"Acelga",2157
2023,12,"Medellin",NA,"Aguacate Hass",3933
2023,12,"Medellin","C002","Aguacate papelillo",8335
2023,12,"Medellin","B006","Ahuyama",1148
2023,12,"Medellin",NA,"Ají topito dulce",4203
2023,12,"Medellin",NA,"Ajo",9594
2023,12,"Medellin",NA,"Ajo importado",8651
2023,12,"Medellin",NA,"Alas de pollo sin costillar",10198
2023,12,"Medellin","E001","Almejas con concha",7450
2023,12,"Medellin","E001","Almejas sin concha",25167
2023,12,"Medellin","B014","Apio",971
2023,12,"Medellin",NA,"Arracacha blanca",2879.5
2023,12,"Medellin","A010","Arroz de primera",3975.5
2023,12,"Medellin",NA,"Arveja enlatada",10943.5
2023,12,"Medellin",NA,"Arveja verde en vaina",3151
2023,12,"Medellin","T003","Arveja verde seca importada",4074.5
2023,12,"Medellin","A012","Avena en hojuelas",8674.5
2023,12,"Medellin","K004","Azúcar morena",4653
2023,12,"Medellin",NA,"Azúcar refinada",4727
2023,12,"Medellin","K003","Azúcar sulfitada",4433
2023,12,"Medellin",NA,"Bagre rayado en postas congelado",35406
2023,12,"Medellin","E005","Bagre rayado entero congelado",32269
2023,12,"Medellin","C009","Banano bocadillo",1523
2023,12,"Medellin","C010","Banano criollo",1821.5
2023,12,"Medellin",NA,"Banano Urabá",1635
2023,12,"Medellin","E007","Basa, entero congelado importado",11175
2023,12,"Medellin","E030","Basa, filete congelado importado",15875
2023,12,"Medellin",NA,"Berenjena",1926
2023,12,"Medellin","E010","Bocachico importado congelado",12350
2023,12,"Medellin",NA,"Borojó",4238
2023,12,"Medellin",NA,"Breva",4843
2023,12,"Medellin","B025","Brócoli",2506.5
2023,12,"Medellin",NA,"Cachama de cultivo fresca",13525
2023,12,"Medellin","L005","Café instantáneo",146297
2023,12,"Medellin","L006","Café molido",30410
2023,12,"Medellin",NA,"Calabacín",1779
2023,12,"Medellin",NA,"Calabaza",1870
2023,12,"Medellin","E015","Calamar anillos",42225
2023,12,"Medellin","E017","Camarón tigre precocido seco",41750
2023,12,"Medellin","F008","Carne de cerdo, brazo sin hueso",19788
2023,12,"Medellin","F015","Carne de cerdo, costilla",21990.5
2023,12,"Medellin","F015","Carne de cerdo, espinazo",9647
2023,12,"Medellin","F019","Carne de cerdo, lomo sin hueso",23856.5
2023,12,"Medellin","F025","Carne de cerdo, pernil sin hueso",21548.5
2023,12,"Medellin",NA,"Carne de cerdo, tocino barriga",26333
2023,12,"Medellin","F029","Carne de cerdo, tocino papada",17231.5
2023,12,"Medellin","F118","Carne de res, bola de brazo",32450
2023,12,"Medellin","F118","Carne de res, bola de pierna",31853
2023,12,"Medellin",NA,"Carne de res, bota",31822
2023,12,"Medellin","F100","Carne de res, cadera",31847
2023,12,"Medellin",NA,"Carne de res, centro de pierna",31853
2023,12,"Medellin","F099","Carne de res, chatas",49503.5
2023,12,"Medellin","F107","Carne de res, costilla",18822
2023,12,"Medellin","F100","Carne de res, falda",29103.5
2023,12,"Medellin",NA,"Carne de res, lomo fino",52175.5
2023,12,"Medellin","F098","Carne de res, morrillo",27297
2023,12,"Medellin","F118","Carne de res, muchacho",31737.5
2023,12,"Medellin",NA,"Carne de res, murillo",26463
2023,12,"Medellin",NA,"Carne de res, paletero",28387.5
2023,12,"Medellin","F100","Carne de res, pecho",25512.5
2023,12,"Medellin","F100","Carne de res, punta de anca",48551.5
2023,12,"Medellin","F098","Carne de res, sobrebarriga",27265.5
2023,12,"Medellin",NA,"Cazuela de mariscos (paquete)",17638
2023,12,"Medellin",NA,"Cebolla cabezona blanca",1974
2023,12,"Medellin","B027","Cebolla cabezona roja importada",1995.5
2023,12,"Medellin",NA,"Cebolla junca",2440
2023,12,"Medellin",NA,"Cebolla puerro",3388
2023,12,"Medellin","L008","Chocolate amargo",29227.5
2023,12,"Medellin",NA,"Chocolate instantáneo",34844
2023,12,"Medellin","A053","Chócolo mazorca",1511.5
2023,12,"Medellin",NA,"Cidra",656
2023,12,"Medellin",NA,"Cilantro",2612.5
2023,12,"Medellin",NA,"Ciruela roja",2997
2023,12,"Medellin","C019","Coco",8448
2023,12,"Medellin",NA,"Coles",1659.5
2023,12,"Medellin","B039","Coliflor",2754.5
2023,12,"Medellin",NA,"Color (bolsita)",19460.5
2023,12,"Medellin","C021","Curuba",2403
2023,12,"Medellin",NA,"Durazno importado",15808
2023,12,"Medellin",NA,"Durazno nacional",6197
2023,12,"Medellin","B044","Espinaca",1857.5
2023,12,"Medellin",NA,"Fécula de maíz",27605
2023,12,"Medellin","C025","Fresa",8821.5
2023,12,"Medellin",NA,"Fríjol cargamanto blanco",10494
2023,12,"Medellin",NA,"Fríjol cargamanto rojo",8453.5
2023,12,"Medellin",NA,"Fríjol enlatado",17972
2023,12,"Medellin",NA,"Fríjol nima calima",6775
2023,12,"Medellin",NA,"Fríjol radical",6838
2023,12,"Medellin",NA,"Fríjol Uribe rosado",6694
2023,12,"Medellin","B046","Fríjol verde cargamanto",3627.5
2023,12,"Medellin","A027","Galletas saladas",13583
2023,12,"Medellin",NA,"Garbanzo importado",7175
2023,12,"Medellin","K018","Gelatina",34782.5
2023,12,"Medellin","C028","Granadilla",6447
2023,12,"Medellin","C030","Guanábana",4423.5
2023,12,"Medellin",NA,"Guayaba manzana",4483
2023,12,"Medellin","C032","Guayaba pera",2314
2023,12,"Medellin",NA,"Guayaba pera valluna",3125
2023,12,"Medellin",NA,"Gulupa",1389
2023,12,"Medellin","B052","Habichuela",1842.5
2023,12,"Medellin","A040","Harina de trigo",4009
2023,12,"Medellin",NA,"Higo",4165
2023,12,"Medellin","J004","Huevo rojo A",500
2023,12,"Medellin","J004","Huevo rojo AA",522
2023,12,"Medellin",NA,"Huevo rojo B",483.5
2023,12,"Medellin","J004","Huevo rojo extra",581
2023,12,"Medellin","K018","Jugo instantáneo (sobre)",32422
2023,12,"Medellin","C042","Kiwi",14534
2023,12,"Medellin","E024","Langostino 16-20",67500
2023,12,"Medellin","E024","Langostino U12",108000
2023,12,"Medellin","G008","Leche en polvo",31625
2023,12,"Medellin","B059","Lechuga Batavia",1234
2023,12,"Medellin","B060","Lechuga crespa verde",2211.5
2023,12,"Medellin","T026","Lenteja importada",6531
2023,12,"Medellin","C044","Limón común",1547.5
2023,12,"Medellin","C044","Limón mandarino",2099.5
2023,12,"Medellin","C044","Limón Tahití",1841.5
2023,12,"Medellin","E003","Lomitos de atún en lata",32595
2023,12,"Medellin","C045","Lulo",3085.5
2023,12,"Medellin",NA,"Maíz amarillo cáscara",1840.5
2023,12,"Medellin",NA,"Maíz amarillo cáscara importado",1441
2023,12,"Medellin","A044","Maíz amarillo trillado",2338
2023,12,"Medellin",NA,"Maíz blanco cáscara",1856
2023,12,"Medellin","A046","Maíz blanco trillado",2331
2023,12,"Medellin",NA,"Maíz enlatado",19098
2023,12,"Medellin",NA,"Maíz pira",5177
2023,12,"Medellin","C050","Mandarina Oneco",3085.5
2023,12,"Medellin","C051","Mango común",1593
2023,12,"Medellin","C052","Mango Tommy",1877
2023,12,"Medellin",NA,"Mango Yulima",1608
2023,12,"Medellin",NA,"Manzana nacional",5310
2023,12,"Medellin","C054","Manzana roja importada",8033
2023,12,"Medellin","C054","Manzana royal gala importada",7654
2023,12,"Medellin","C054","Manzana verde importada",9534
2023,12,"Medellin","C056","Maracuyá",1739
2023,12,"Medellin",NA,"Maracuyá antioqueño",1593
2023,12,"Medellin","D018","Margarina",14429
2023,12,"Medellin","D020","Mayonesa doy pack",25219
2023,12,"Medellin","C060","Melón Cantalup",4524
2023,12,"Medellin","E030","Merluza, filete importado",21206
2023,12,"Medellin","C061","Mora de Castilla",3947
2023,12,"Medellin",NA,"Muslos de pollo con rabadilla",8363
2023,12,"Medellin",NA,"Muslos de pollo sin rabadilla",10553
2023,12,"Medellin",NA,"Naranja Valencia",1659.5
2023,12,"Medellin",NA,"Palmitos de mar",14500
2023,12,"Medellin",NA,"Panela cuadrada blanca",4290
2023,12,"Medellin",NA,"Panela redonda blanca",3581
2023,12,"Medellin","K033","Panela redonda morena",3450.5
2023,12,"Medellin","B074","Papa capira",2272
2023,12,"Medellin","B071","Papa criolla limpia",2597.5
2023,12,"Medellin",NA,"Papa nevada",2129
2023,12,"Medellin",NA,"Papa R-12 negra",1848
2023,12,"Medellin","C065","Papaya Maradol",2488
2023,12,"Medellin",NA,"Papaya Paulina",1022
2023,12,"Medellin",NA,"Papaya tainung",1564
2023,12,"Medellin","E043","Pargo rojo entero congelado",47563
2023,12,"Medellin","A072","Pastas alimenticias",7931
2023,12,"Medellin","C079","Patilla",1253
2023,12,"Medellin","C079","Patilla baby",3379
2023,12,"Medellin","F085","Pechuga de pollo",12900
2023,12,"Medellin","B077","Pepino cohombro",1173.5
2023,12,"Medellin",NA,"Pepino de rellenar",3515
2023,12,"Medellin","C071","Pera importada",7664
2023,12,"Medellin",NA,"Pera nacional",6078
2023,12,"Medellin",NA,"Perejil",5914.5
2023,12,"Medellin","F091","Pierna pernil con rabadilla",8356.5
2023,12,"Medellin","F091","Piernas de pollo",9444
2023,12,"Medellin","B080","Pimentón",3204
2023,12,"Medellin",NA,"Pimentón verde",4141
2023,12,"Medellin","C072","Piña gold",3767
2023,12,"Medellin",NA,"Pitahaya",17720
2023,12,"Medellin",NA,"Plátano comino",1626
2023,12,"Medellin",NA,"Plátano dominico verde",1475
2023,12,"Medellin",NA,"Plátano guineo",1539.5
2023,12,"Medellin",NA,"Plátano hartón maduro",2165.5
2023,12,"Medellin","B092","Plátano hartón verde",2167
2023,12,"Medellin",NA,"Plátano hartón verde Eje Cafetero",2855
2023,12,"Medellin","F077","Pollo entero congelado sin vísceras",11372
2023,12,"Medellin","G017","Queso campesino",22000
2023,12,"Medellin","G018","Queso costeño",22753
2023,12,"Medellin","G016","Queso cuajada",20134.5
2023,12,"Medellin","G021","Queso doble crema",18900
2023,12,"Medellin",NA,"Rábano rojo",3029
2023,12,"Medellin",NA,"Remolacha",1202
2023,12,"Medellin","B099","Repollo blanco",1128.5
2023,12,"Medellin",NA,"Repollo morado",842
2023,12,"Medellin",NA,"Róbalo, filete congelado",58625
2023,12,"Medellin","L015","Sal yodada",1930.5
2023,12,"Medellin","E038","Salmón, filete congelado",59775
2023,12,"Medellin","L017","Salsa de tomate doy pack",18757
2023,12,"Medellin","E039","Sardinas en lata",9896
2023,12,"Medellin","E041","Sierra entera congelada",30656
2023,12,"Medellin","E043","Tilapia roja entera congelada",15950
2023,12,"Medellin","E030","Tilapia, filete congelado",24125
2023,12,"Medellin",NA,"Tilapia, lomitos",17275
2023,12,"Medellin",NA,"Tomate chonto regional",4111
2023,12,"Medellin","C082","Tomate de árbol",1330.5
2023,12,"Medellin","B103","Tomate larga vida",5286
2023,12,"Medellin","E047","Trucha en corte mariposa",27500
2023,12,"Medellin",NA,"Uchuva con cáscara",3844
2023,12,"Medellin","C085","Uva importada",15540
2023,12,"Medellin","C086","Uva Isabela",4426
2023,12,"Medellin","C085","Uva red globe nacional",7032
2023,12,"Medellin",NA,"Uva verde",7944
2023,12,"Medellin",NA,"Yuca chirosa",1116
2023,12,"Medellin",NA,"Yuca criolla",1431
2023,12,"Medellin",NA,"Zanahoria larga vida",1354
2023,12,"Montería",NA,"Aceite de palma",6088
2023,12,"Montería",NA,"Aceite girasol",15972
2023,12,"Montería","C002","Aguacate papelillo",8617
2023,12,"Montería","B006","Ahuyama",1023
2023,12,"Montería",NA,"Ají topito dulce",5865
2023,12,"Montería",NA,"Ajo importado",8625
2023,12,"Montería","F069","Alas de pollo con costillar",8263
2023,12,"Montería","B014","Apio",1283
2023,12,"Montería","A010","Arroz de primera",3546
2023,12,"Montería",NA,"Arroz excelso",4090
2023,12,"Montería",NA,"Azúcar refinada",4240
2023,12,"Montería",NA,"Bagre rayado entero fresco",12938
2023,12,"Montería",NA,"Banano Urabá",1795
2023,12,"Montería",NA,"Berenjena",1548
2023,12,"Montería",NA,"Blanquillo entero fresco",11750
2023,12,"Montería",NA,"Bocachico criollo fresco",18125
2023,12,"Montería","E010","Bocachico importado congelado",11706
2023,12,"Montería",NA,"Cachama de cultivo fresca",9625
2023,12,"Montería","L006","Café molido",31750
2023,12,"Montería",NA,"Carne de cerdo, brazo con hueso",17063
2023,12,"Montería","F008","Carne de cerdo, brazo sin hueso",20375
2023,12,"Montería","F015","Carne de cerdo, costilla",18000
2023,12,"Montería","F015","Carne de cerdo, espinazo",18000
2023,12,"Montería",NA,"Carne de cerdo, lomo con hueso",18000
2023,12,"Montería","F019","Carne de cerdo, lomo sin hueso",24813
2023,12,"Montería",NA,"Carne de cerdo, pernil con hueso",18625
2023,12,"Montería","F025","Carne de cerdo, pernil sin hueso",21938
2023,12,"Montería","F118","Carne de res, bola de brazo",24000
2023,12,"Montería","F118","Carne de res, bola de pierna",24000
2023,12,"Montería",NA,"Carne de res, bota",24000
2023,12,"Montería","F100","Carne de res, cadera",24000
2023,12,"Montería",NA,"Carne de res, centro de pierna",24000
2023,12,"Montería","F099","Carne de res, chatas",30313
2023,12,"Montería",NA,"Carne de res, cogote",20375
2023,12,"Montería","F107","Carne de res, costilla",12500
2023,12,"Montería","F100","Carne de res, falda",23250
2023,12,"Montería",NA,"Carne de res, lomo de brazo",24063
2023,12,"Montería",NA,"Carne de res, lomo fino",40438
2023,12,"Montería","F098","Carne de res, morrillo",20313
2023,12,"Montería","F118","Carne de res, muchacho",24000
2023,12,"Montería",NA,"Carne de res, murillo",19438
2023,12,"Montería",NA,"Carne de res, paletero",24000
2023,12,"Montería","F100","Carne de res, pecho",22125
2023,12,"Montería","F100","Carne de res, punta de anca",30375
2023,12,"Montería","F098","Carne de res, sobrebarriga",20313
2023,12,"Montería",NA,"Cebolla cabezona blanca",1865
2023,12,"Montería","B027","Cebolla cabezona roja importada",2165
2023,12,"Montería",NA,"Cebolla cabezona roja peruana",1531
2023,12,"Montería",NA,"Cebolla junca",1176
2023,12,"Montería",NA,"Chocolate dulce",22250
2023,12,"Montería","A053","Chócolo mazorca",1140
2023,12,"Montería",NA,"Cilantro",5396
2023,12,"Montería","C019","Coco",5125
2023,12,"Montería","A044","Cuchuco de maíz",1955
2023,12,"Montería",NA,"Fécula de maíz",22917
2023,12,"Montería","C025","Fresa",4908
2023,12,"Montería",NA,"Fríjol cabeza negra nacional",6781
2023,12,"Montería",NA,"Fríjol verde en vaina",4948
2023,12,"Montería",NA,"Fríjol Zaragoza",8150
2023,12,"Montería","A027","Galletas saladas",13849
2023,12,"Montería",NA,"Guayaba agria",2089
2023,12,"Montería",NA,"Guayaba común",3400
2023,12,"Montería","B052","Habichuela",3115
2023,12,"Montería",NA,"Habichuela larga",5833
2023,12,"Montería","A040","Harina de trigo",3520
2023,12,"Montería","A034","Harina precocida de maíz",4667
2023,12,"Montería","J004","Huevo rojo A",546
2023,12,"Montería","J004","Huevo rojo AA",578
2023,12,"Montería",NA,"Huevo rojo B",519
2023,12,"Montería","K018","Jugo instantáneo (sobre)",33681
2023,12,"Montería","B059","Lechuga Batavia",1797
2023,12,"Montería","T026","Lenteja importada",7000
2023,12,"Montería","C044","Limón común",1827
2023,12,"Montería","E003","Lomitos de atún en lata",33824
2023,12,"Montería","C045","Lulo",4833
2023,12,"Montería",NA,"Maíz amarillo cáscara",1796
2023,12,"Montería","A044","Maíz amarillo trillado",1983
2023,12,"Montería","A046","Maíz blanco trillado",1991
2023,12,"Montería",NA,"Maíz pira",5469
2023,12,"Montería",NA,"Mandarina común",2161
2023,12,"Montería","C050","Mandarina Oneco",1942
2023,12,"Montería","C052","Mango Tommy",2047
2023,12,"Montería","C054","Manzana roja importada",8936
2023,12,"Montería","C054","Manzana royal gala importada",8843
2023,12,"Montería","C054","Manzana verde importada",11552
2023,12,"Montería",NA,"Maracuyá antioqueño",1760
2023,12,"Montería",NA,"Menudencias de pollo",3775
2023,12,"Montería",NA,"Mojarra lora entera fresca",10281
2023,12,"Montería","C061","Mora de Castilla",4900
2023,12,"Montería",NA,"Naranja común",763
2023,12,"Montería",NA,"Naranja Valencia",1320
2023,12,"Montería",NA,"Ñame criollo",3525
2023,12,"Montería",NA,"Ñame diamante",1721
2023,12,"Montería",NA,"Ñame espino",3492
2023,12,"Montería",NA,"Panela cuadrada morena",2500
2023,12,"Montería","K033","Panela redonda morena",3306
2023,12,"Montería","B074","Papa capira",2352
2023,12,"Montería","B071","Papa criolla limpia",3583
2023,12,"Montería",NA,"Papa Puracé",2358
2023,12,"Montería",NA,"Papaya tainung",850
2023,12,"Montería","A072","Pastas alimenticias",7400
2023,12,"Montería","C079","Patilla",1934
2023,12,"Montería","F085","Pechuga de pollo",12000
2023,12,"Montería","B077","Pepino cohombro",694
2023,12,"Montería","C071","Pera importada",8830
2023,12,"Montería","F091","Pierna pernil con rabadilla",7106
2023,12,"Montería","B080","Pimentón",4313
2023,12,"Montería","C072","Piña gold",2708
2023,12,"Montería",NA,"Piña perolera",2400
2023,12,"Montería","B092","Plátano hartón verde",1284
2023,12,"Montería","F077","Pollo entero congelado sin vísceras",8988
2023,12,"Montería","G017","Queso campesino",18625
2023,12,"Montería","G018","Queso costeño",19875
2023,12,"Montería",NA,"Remolacha",1856
2023,12,"Montería","B099","Repollo blanco",1463
2023,12,"Montería","L015","Sal yodada",1980
2023,12,"Montería","L017","Salsa de tomate doy pack",19985
2023,12,"Montería","E039","Sardinas en lata",13569
2023,12,"Montería",NA,"Tilapia roja entera fresca",12094
2023,12,"Montería",NA,"Tomate chonto regional",3831
2023,12,"Montería","C082","Tomate de árbol",1446
2023,12,"Montería",NA,"Tomate riñón valluno",5292
2023,12,"Montería","C085","Uva red globe nacional",8009
2023,12,"Montería",NA,"Vinagre",1708
2023,12,"Montería",NA,"Yuca criolla",1096
2023,12,"Montería",NA,"Zanahoria larga vida",1588
2023,12,"Montería","C089","Zapote",6726
2023,12,"Pasto",NA,"Acelga",3371
2023,12,"Pasto",NA,"Ajo",7072
2023,12,"Pasto",NA,"Ajo importado",8753
2023,12,"Pasto",NA,"Arracacha blanca",2261
2023,12,"Pasto",NA,"Arroz blanco importado",5090
2023,12,"Pasto","A010","Arroz de primera",4458
2023,12,"Pasto","B019","Arveja verde en vaina pastusa",4477
2023,12,"Pasto","T003","Arveja verde seca importada",3425
2023,12,"Pasto","B025","Brócoli",2117
2023,12,"Pasto","F008","Carne de cerdo, brazo sin hueso",23500
2023,12,"Pasto","F015","Carne de cerdo, costilla",21638
2023,12,"Pasto","F015","Carne de cerdo, espinazo",18042
2023,12,"Pasto","F019","Carne de cerdo, lomo sin hueso",25313
2023,12,"Pasto","F025","Carne de cerdo, pernil sin hueso",24063
2023,12,"Pasto","F118","Carne de res, bola de brazo",24313
2023,12,"Pasto","F118","Carne de res, bola de pierna",24813
2023,12,"Pasto","F100","Carne de res, cadera",25250
2023,12,"Pasto","F099","Carne de res, chatas",27125
2023,12,"Pasto","F107","Carne de res, costilla",21000
2023,12,"Pasto","F100","Carne de res, falda",21750
2023,12,"Pasto",NA,"Carne de res, lomo de brazo",24313
2023,12,"Pasto",NA,"Carne de res, lomo fino",28188
2023,12,"Pasto","F098","Carne de res, morrillo",22000
2023,12,"Pasto","F118","Carne de res, muchacho",24625
2023,12,"Pasto","F100","Carne de res, pecho",21938
2023,12,"Pasto","F100","Carne de res, punta de anca",24625
2023,12,"Pasto","F098","Carne de res, sobrebarriga",21375
2023,12,"Pasto",NA,"Cebolla cabezona blanca pastusa",1528
2023,12,"Pasto",NA,"Cebolla junca pastusa",1324
2023,12,"Pasto","A053","Chócolo mazorca",1403
2023,12,"Pasto",NA,"Cilantro",11133
2023,12,"Pasto","B039","Coliflor",2242
2023,12,"Pasto","B044","Espinaca",3215
2023,12,"Pasto","C025","Fresa",6542
2023,12,"Pasto","B046","Fríjol verde cargamanto",3717
2023,12,"Pasto","K018","Gelatina",36607
2023,12,"Pasto","C030","Guanábana",5141
2023,12,"Pasto","C032","Guayaba pera",1528
2023,12,"Pasto","B052","Habichuela",1719
2023,12,"Pasto","A040","Harina de trigo",3345
2023,12,"Pasto","A034","Harina precocida de maíz",3627
2023,12,"Pasto","J004","Huevo rojo A",474
2023,12,"Pasto","J004","Huevo rojo AA",503
2023,12,"Pasto","J004","Huevo rojo extra",557
2023,12,"Pasto","K018","Jugo instantáneo (sobre)",34010
2023,12,"Pasto","G008","Leche en polvo",36207
2023,12,"Pasto","B059","Lechuga Batavia",1084
2023,12,"Pasto","T026","Lenteja importada",5253
2023,12,"Pasto","C044","Limón Tahití",1070
